id,behavior
68,MB_ANIMATED_DOOR
80,MB_NON_ANIMATED_DOOR
83,MB_EAST_ARROW_WARP
102,MB_WEST_ARROW_WARP
205,MB_NON_ANIMATED_DOOR
264,MB_NON_ANIMATED_DOOR
340,MB_JUMP_SOUTH
341,MB_JUMP_EAST
348,MB_JUMP_WEST
349,MB_JUMP_EAST
353,MB_JUMP_EAST
361,MB_JUMP_WEST
362,MB_JUMP_WEST
363,MB_JUMP_EAST
364,MB_JUMP_SOUTH
365,MB_JUMP_SOUTH
416,MB_TALL_GRASS
417,MB_TALL_GRASS
418,MB_TALL_GRASS
419,MB_TALL_GRASS
420,MB_TALL_GRASS
424,MB_TALL_GRASS
425,MB_TALL_GRASS
426,MB_TALL_GRASS
427,MB_TALL_GRASS
428,MB_TALL_GRASS
429,MB_TALL_GRASS
430,MB_TALL_GRASS
431,MB_TALL_GRASS
432,MB_TALL_GRASS
433,MB_TALL_GRASS
434,MB_TALL_GRASS
436,MB_TALL_GRASS
437,MB_TALL_GRASS
438,MB_TALL_GRASS
439,MB_TALL_GRASS
440,MB_TALL_GRASS
441,MB_TALL_GRASS
442,MB_TALL_GRASS
443,MB_TALL_GRASS
444,MB_TALL_GRASS
445,MB_TALL_GRASS
446,MB_TALL_GRASS
447,MB_TALL_GRASS
448,MB_TALL_GRASS
450,MB_TALL_GRASS
451,MB_TALL_GRASS
452,MB_TALL_GRASS
453,MB_TALL_GRASS
454,MB_TALL_GRASS
455,MB_TALL_GRASS
456,MB_TALL_GRASS
457,MB_TALL_GRASS
458,MB_TALL_GRASS
460,MB_TALL_GRASS
461,MB_TALL_GRASS
462,MB_TALL_GRASS
463,MB_TALL_GRASS
